"11A/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"14 Rosario Place, Aidanfield, Christchurch",no result 404
"11 Strauss Place, Somerfield, Christchurch",no result 404
"10 Halley Place, Avonside, Christchurch",no result 404
"20 Mattingley Street, Aranui, Christchurch",no result 404
"20 Averill Street, Richmond, Christchurch",no result 404
"73 Curries Road, Woolston, Christchurch",no result 404
"2 Pulford Place, Ilam, Christchurch",no result 404
"11 Strathfield Avenue, Dallington, Christchurch",no result 404
"10A/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"26 Parade Court, Addington, Christchurch",no result 404
"12 Mahlet Street, Northwood, Christchurch",no result 404
"12 Mary McLean Place, Hillsborough, Christchurch",no result 404
"20 Avonhead Road, Avonhead, Christchurch",no result 404
"115W Worcester Street, Christchurch Central, Christchurch",no result 404
"1AB/109 Worcester Street, Christchurch Central, Christchurch",no result 404
"109BW Worcester Street, Christchurch Central, Christchurch",no result 404
"104A/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"109BAE Worcester Street, Christchurch Central, Christchurch",no result 404
"300A/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"14 Halswell Junction Road, Halswell, Christchurch",no result 404
"291 Mairehau Road, Burwood, Christchurch",no result 404
"51B/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"12 Mays Road, St Albans, Christchurch",no result 404
"17 St Martins Road, Saint Martins, Christchurch",no result 404
"15 Halsey Street, South New Brighton, Christchurch",no result 404
"11 Maurice Stanton Place, Shirley, Christchurch",no result 404
"2AF/109 Worcester Street, Christchurch Central, Christchurch",no result 404
"336 Ilam Road, Bryndwr, Christchurch",no result 404
"17 Weir Place, Hoon Hay, Christchurch",no result 404
"6 Lulworth Lane, Westmorland, Christchurch",no result 404
"113A Worcester Street, Christchurch Central, Christchurch",no result 404
"109BO Worcester Street, Christchurch Central, Christchurch",no result 404
"109BJ Worcester Street, Christchurch Central, Christchurch",no result 404
"109BAY Worcester Street, Christchurch Central, Christchurch",no result 404
"109BG Worcester Street, Christchurch Central, Christchurch",no result 404
"2/8 Cascade Place, Sumner, Christchurch",no result 404
"22/336 Lincoln Road, Addington, Christchurch",no result 404
"14 Hansons Lane, Upper Riccarton, Christchurch",no result 404
"402/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"62A/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"1 Dalweny Lane, Cracroft, Christchurch",no result 404
"394D Gloucester Street, Linwood, Christchurch",no result 404
"109BS Worcester Street, Christchurch Central, Christchurch",no result 404
"28 MacDonalds Road, Belfast, Christchurch",no result 404
"109BAH Worcester Street, Christchurch Central, Christchurch",no result 404
"9 Pensacola Crescent, Broomfield, Christchurch",no result 404
"7/336 Lincoln Road, Addington, Christchurch",no result 404
"300B/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"28 Marquess Avenue, Halswell, Christchurch",no result 404
"403B/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"109BAF Worcester Street, Christchurch Central, Christchurch",no result 404
"15 Bunyan Street, Waltham, Christchurch",no result 404
"211 Ilam Road, Ilam, Christchurch",no result 404
"30 Hollyford Avenue, Bryndwr, Christchurch",no result 404
"11 MacMillan Avenue, Cashmere, Christchurch",no result 404
"11 Marshland Road, Shirley, Christchurch",no result 404
"11 Bridge Street, New Brighton, Christchurch",no result 404
"30D Lyndon Street, Riccarton, Christchurch",no result 404
"30B/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"10F Sefton Street, Belfast, Christchurch",no result 404
"15 Alport Place, Woolston, Christchurch",no result 404
"3/336 Lincoln Road, Addington, Christchurch",no result 404
"28 Massey Crescent, St Albans, Christchurch",no result 404
"115 Worcester Street, Christchurch Central, Christchurch",no result 404
"11 Maldon Street, Sydenham, Christchurch",no result 404
"11 MacGibbon Place, Spreydon, Christchurch",no result 404
"14 Harman Street, Addington, Christchurch",no result 404
"15 Mahlet Street, Northwood, Christchurch",no result 404
"10/336 Lincoln Road, Addington, Christchurch",no result 404
"14 Hawkesbury Avenue, St Albans, Christchurch",no result 404
"14 Halswell Road, Hillmorton, Christchurch",no result 404
"113 Worcester Street, Christchurch Central, Christchurch",no result 404
"109BAC Worcester Street, Christchurch Central, Christchurch",no result 404
"3AE/109 Worcester Street, Christchurch Central, Christchurch",no result 404
"2/7 Bartlett Street, Riccarton, Christchurch",no result 404
"15 Mafeking Street, New Brighton, Christchurch",no result 404
"20 Menzies Street, Sumner, Christchurch",no result 404
"109BAS Worcester Street, Christchurch Central, Christchurch",no result 404
"202A/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"20A/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"12 Harlech Mews, Avonhead, Christchurch",no result 404
"28 Magdala Place, Middleton, Christchurch",no result 404
"39 Makora Street, Fendalton, Christchurch",no result 404
"14 Hassals Lane, Waltham, Christchurch",no result 404
"52B/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"21B/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"56 Dunbars Road, Aidanfield, Christchurch",no result 404
"60 Ruskin Street, Addington, Christchurch",no result 404
"501B/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"11B/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"12 Hadlow Place, Burnside, Christchurch",no result 404
"12 Hammersley Avenue, Shirley, Christchurch",no result 404
"428 Avonside Drive, Avonside, Christchurch",no result 404
"47A Hamilton Avenue, Ilam, Christchurch",no result 404
"171A Old Tai Tapu Road, Kennedys Bush, Christchurch",no result 404
"5/336 Lincoln Road, Addington, Christchurch",no result 404
"109BL Worcester Street, Christchurch Central, Christchurch",no result 404
"17 Maidstone Road, Ilam, Christchurch",no result 404
"44 Devon Street, Sydenham, Christchurch",no result 404
"109BAO Worcester Street, Christchurch Central, Christchurch",no result 404
"2/16 Burns Street, Sydenham, Christchurch",no result 404
"12 Havelock Street, Phillipstown, Christchurch",no result 404
"15 Mary Street, Papanui, Christchurch",no result 404
"202B/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"400B/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"60B/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"40A/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"103/166 Cashel Street, Christchurch Central, Christchurch",no result 404
"101/166 Cashel Street, Christchurch Central, Christchurch",no result 404
"204/166 Cashel Street, Christchurch Central, Christchurch",no result 404
"205/166 Cashel Street, Christchurch Central, Christchurch",no result 404
"301/166 Cashel Street, Christchurch Central, Christchurch",no result 404
"202/166 Cashel Street, Christchurch Central, Christchurch",no result 404
"26 Valiant Street, Wigram, Christchurch",no result 404
"25 Maka Lane, Halswell, Christchurch",no result 404
"15 Marlene Street, Casebrook, Christchurch",no result 404
"25 Marlene Street, Casebrook, Christchurch",no result 404
"28 MacKenzie Avenue, Woolston, Christchurch",no result 404
"25 Main Road, Redcliffs, Christchurch",no result 404
"4/29 Brockworth Place, Riccarton, Christchurch",no result 404
"85 Bibiana Street, Aidanfield, Christchurch",no result 404
"201/166 Cashel Street, Christchurch Central, Christchurch",no result 404
"6 Sienna Court, Aidanfield, Christchurch",no result 404
"17 Kaikainui Lane, Northwood, Christchurch",no result 404
"10 Marble Court, Northwood, Christchurch",no result 404
"15 Avenger Crescent, Wigram, Christchurch",no result 404
"76 Mathesons Road, Phillipstown, Christchurch",no result 404
"52 Bevington Street, Avonhead, Christchurch",no result 404
"63B Mackworth Street, Woolston, Christchurch",no result 404
"23 Malta Crescent, South New Brighton, Christchurch",no result 404
"27 Malta Crescent, South New Brighton, Christchurch",no result 404
"11 Mackinder Drive, Wigram, Christchurch",no result 404
"17 MacLaren Road, Wigram, Christchurch",no result 404
"23 MacLaren Road, Wigram, Christchurch",no result 404
"27 MacLaren Road, Wigram, Christchurch",no result 404
"11 Maka Lane, Halswell, Christchurch",no result 404
"7 Greenaway Street, Halswell, Christchurch",no result 404
"4 Bowman Place, Sockburn, Christchurch",no result 404
"47 Donnington Street, Parklands, Christchurch",no result 404
"11 Makawe Roa Street, Marshland, Christchurch",no result 404
"11 Masham Road, Broomfield, Christchurch",no result 404
"9/446 Ferry Road, Woolston, Christchurch",no result 404
"88 Lower Styx Road, Bottle Lake, Christchurch",no result 404
"87 Rutherford Street, Woolston, Christchurch",no result 404
"20 Celia Street, Redcliffs, Christchurch",no result 404
"1 Old Windsor Lane, Bottle Lake, Christchurch",no result 404
"513 Papanui Road, Papanui, Christchurch",no result 404
"1/85 Clyde Road, Ilam, Christchurch",no result 404
"11 Mandeville Street, Riccarton, Christchurch",no result 404
"139 Tedder Avenue, North New Brighton, Christchurch",no result 404
"17 Hyndhope Road, Kennedys Bush, Christchurch",no result 404
"Unit 18, 44 Peterborough Street, Christchurch Central, Christchurch",no result 404
"Unit 1, 13 Parkhouse Road, Wigram, Christchurch",no result 404
"4 Strand Lane, Christchurch Central, Christchurch",no result 404
"10 Marriner Street, Sumner, Christchurch",no result 404
"14 Saxby Lane, Halswell, Christchurch",no result 404
"2/85 Clyde Road, Ilam, Christchurch",no result 404
"12 Malachy Grove, Aidanfield, Christchurch",no result 404
"108 Halswell Junction Road, Halswell, Christchurch",no result 404
"17 Maxwell Street, Riccarton, Christchurch",no result 404
"Unit 1, 197 Hereford Street, Christchurch Central, Christchurch",no result 404
"Unit 11, 197 Hereford Street, Christchurch Central, Christchurch",no result 404
"Unit 12, 197 Hereford Street, Christchurch Central, Christchurch",no result 404
"Unit 13, 197 Hereford Street, Christchurch Central, Christchurch",no result 404
"Unit 14, 197 Hereford Street, Christchurch Central, Christchurch",no result 404
"Unit 15, 197 Hereford Street, Christchurch Central, Christchurch",no result 404
"Unit 16, 197 Hereford Street, Christchurch Central, Christchurch",no result 404
"Unit 17, 197 Hereford Street, Christchurch Central, Christchurch",no result 404
"65 Old Tai Tapu Road, Kennedys Bush, Christchurch",no result 404
"Flat 1, 39 Oram Avenue, New Brighton, Christchurch",no result 404
"Flat 2, 39 Oram Avenue, New Brighton, Christchurch",no result 404
"Flat 2, 10 Nova Place, Christchurch Central, Christchurch",no result 404
"Flat 2, 193 Hackthorne Road, Cashmere, Christchurch",no result 404
"Unit 1, 5 Seven Mile Drive, Belfast, Christchurch",no result 404
"Flat 1, 36 Rata Street, Riccarton, Christchurch",no result 404
"Flat 2, 36 Rata Street, Riccarton, Christchurch",no result 404
"1 Manakura Street, Avonhead, Christchurch",no result 404
"Flat 1, 3 Skipton Street, Mairehau, Christchurch",no result 404
"Flat 2, 3 Skipton Street, Mairehau, Christchurch",no result 404
"Flat 2, 44 Straven Road, Riccarton, Christchurch",no result 404
"Flat 1, 44 Straven Road, Riccarton, Christchurch",no result 404
"Flat 1, 7 Young Street, Somerfield, Christchurch",no result 404
"Flat 2, 55 Stillwater Avenue, Burwood, Christchurch",no result 404
"Flat 1, 55 Stillwater Avenue, Burwood, Christchurch",no result 404
"Flat 2, 520 St Asaph Street, Phillipstown, Christchurch",no result 404
"Flat 1, 221 Springfield Road, St Albans, Christchurch",no result 404
"Flat 2, 2 Rex Street, Riccarton, Christchurch",no result 404
"347 Blenheim Road, Upper Riccarton, Christchurch",no result 404
"27D Kennaway Road, Woolston, Christchurch",no result 404
"27C Kennaway Road, Woolston, Christchurch",no result 404
"27A Kennaway Road, Woolston, Christchurch",no result 404
"27B Kennaway Road, Woolston, Christchurch",no result 404
"10 O'Shannessey Place, Addington, Christchurch",no result 404
"205 Annex Road, Middleton, Christchurch",no result 404
"10 Charlotte Lane, Woolston, Christchurch",no result 404
"11 Charlotte Lane, Woolston, Christchurch",no result 404
"15 Charlotte Lane, Woolston, Christchurch",no result 404
"17 Charlotte Lane, Woolston, Christchurch",no result 404
"19 Charlotte Lane, Woolston, Christchurch",no result 404
"1 Charlotte Lane, Woolston, Christchurch",no result 404
"21 Charlotte Lane, Woolston, Christchurch",no result 404
"23 Charlotte Lane, Woolston, Christchurch",no result 404
"25 Charlotte Lane, Woolston, Christchurch",no result 404
"2 Charlotte Lane, Woolston, Christchurch",no result 404
"3 Charlotte Lane, Woolston, Christchurch",no result 404
"4 Charlotte Lane, Woolston, Christchurch",no result 404
"5 Charlotte Lane, Woolston, Christchurch",no result 404
"6 Charlotte Lane, Woolston, Christchurch",no result 404
"7 Charlotte Lane, Woolston, Christchurch",no result 404
"8 Charlotte Lane, Woolston, Christchurch",no result 404
"9 Charlotte Lane, Woolston, Christchurch",no result 404
"48 Armagh Street, Christchurch Central, Christchurch",no result 404
"10 Establishment Drive, Hornby South, Christchurch",no result 404
"189 Lincoln Road, Addington, Christchurch",no result 404
"104B/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"10 Mavin Road, Hoon Hay, Christchurch",no result 404
"200A/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"201A/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"1/16 Milton Street, Somerfield, Christchurch",no result 404
"28 Parade Court, Addington, Christchurch",no result 404
"62 Briggs Road, Mairehau, Christchurch",no result 404
"27/336 Lincoln Road, Addington, Christchurch",no result 404
"11/336 Lincoln Road, Addington, Christchurch",no result 404
"1 Haughey Drive, Mairehau, Christchurch",no result 404
"17 Mattingley Street, Aranui, Christchurch",no result 404
"19/146 King Street, Sydenham, Christchurch",no result 404
"109BAU Worcester Street, Christchurch Central, Christchurch",no result 404
"17 Mappleton Avenue, Burnside, Christchurch",no result 404
"550 Halswell Road, Halswell, Christchurch",no result 404
"4/21 Michelle Road, Wigram, Christchurch",no result 404
"42B/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"17 Marshland Road, Shirley, Christchurch",no result 404
"62 Broadhaven Avenue, Parklands, Christchurch",no result 404
"10 Maurice Stanton Place, Shirley, Christchurch",no result 404
"10 MacMillan Avenue, Cashmere, Christchurch",no result 404
"37 Emmett Street, Shirley, Christchurch",no result 404
"17 Mackworth Street, Woolston, Christchurch",no result 404
"502/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"303B/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"3AB/109 Worcester Street, Christchurch Central, Christchurch",no result 404
"3AF/109 Worcester Street, Christchurch Central, Christchurch",no result 404
"10 Manly Place, North New Brighton, Christchurch",no result 404
"71 Curries Road, Woolston, Christchurch",no result 404
"17 Marwick Place, Redwood, Christchurch",no result 404
"31 Rossall Street, Merivale, Christchurch",no result 404
"45 Hassals Lane, Waltham, Christchurch",no result 404
"10 Mays Road, St Albans, Christchurch",no result 404
"12 Mayfair Street, Riccarton, Christchurch",no result 404
"11 Longueval Lane, Broomfield, Christchurch",no result 404
"109BY Worcester Street, Christchurch Central, Christchurch",no result 404
"2AE/109 Worcester Street, Christchurch Central, Christchurch",no result 404
"45 Hands Road, Middleton, Christchurch",no result 404
"14 Maling Street, Avonside, Christchurch",no result 404
"101A/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"701/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"14 Mary McLean Place, Hillsborough, Christchurch",no result 404
"10 Mason Place, Sockburn, Christchurch",no result 404
"103/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"42A/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"109BAK Worcester Street, Christchurch Central, Christchurch",no result 404
"12 Manhire Street, Spreydon, Christchurch",no result 404
"1/336 Lincoln Road, Addington, Christchurch",no result 404
"119 Worcester Street, Christchurch Central, Christchurch",no result 404
"71/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"109BBD Worcester Street, Christchurch Central, Christchurch",no result 404
"115Y Worcester Street, Christchurch Central, Christchurch",no result 404
"2 Rockview Place, Mount Pleasant, Christchurch",no result 404
"11 Mahars Road, Mairehau, Christchurch",no result 404
"11 Logie Place, Bromley, Christchurch",no result 404
"23/336 Lincoln Road, Addington, Christchurch",no result 404
"52A/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"109BAZ Worcester Street, Christchurch Central, Christchurch",no result 404
"10 Matipo Street, Riccarton, Christchurch",no result 404
"45 Halton Street, Strowan, Christchurch",no result 404
"48 Office Road, Merivale, Christchurch",no result 404
"11 Martin Avenue, Beckenham, Christchurch",no result 404
"12 Mascot Place, Burwood, Christchurch",no result 404
"18 Mahlet Street, Northwood, Christchurch",no result 404
"11 Marcella Gardens, Aidanfield, Christchurch",no result 404
"32 Leander Street, Northcote, Christchurch",no result 404
"22 Carrick Street, Mairehau, Christchurch",no result 404
"204A/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"703/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"27 Mt Pleasant Road, Mount Pleasant, Christchurch",no result 404
"74 Greenpark Street, Hoon Hay, Christchurch",no result 404
"8 Menzies Street, Sumner, Christchurch",no result 404
"109BAV Worcester Street, Christchurch Central, Christchurch",no result 404
"109BT Worcester Street, Christchurch Central, Christchurch",no result 404
"31 Robson Avenue, Avonside, Christchurch",no result 404
"16/146 King Street, Sydenham, Christchurch",no result 404
"61B/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"2AA/109 Worcester Street, Christchurch Central, Christchurch",no result 404
"10 Marshall Street, Woolston, Christchurch",no result 404
"17 Mafeking Street, New Brighton, Christchurch",no result 404
"12 Marwick Place, Redwood, Christchurch",no result 404
"31 Shalamar Drive, Cashmere, Christchurch",no result 404
"302/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"109BAQ Worcester Street, Christchurch Central, Christchurch",no result 404
"14 Marymere Place, Hei Hei, Christchurch",no result 404
"31 Rochdale Street, Fendalton, Christchurch",no result 404
"121A Worcester Street, Christchurch Central, Christchurch",no result 404
"11 Mary McLean Place, Hillsborough, Christchurch",no result 404
"47A Eaglesome Avenue, Aidanfield, Christchurch",no result 404
"109BAG Worcester Street, Christchurch Central, Christchurch",no result 404
"31A/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"25 Styx River Place, Spencerville, Christchurch",no result 404
"11 Skipton Street, Mairehau, Christchurch",no result 404
"25 Staffa Street, Woolston, Christchurch",no result 404
"10B/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"61A/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"29D Hamilton Avenue, Ilam, Christchurch",no result 404
"109BAN Worcester Street, Christchurch Central, Christchurch",no result 404
"16 Malvern Street, St Albans, Christchurch",no result 404
"16 Mahars Road, Mairehau, Christchurch",no result 404
"11 Maces Road, Bromley, Christchurch",no result 404
"17 Mahlet Street, Northwood, Christchurch",no result 404
"109BM Worcester Street, Christchurch Central, Christchurch",no result 404
"22B/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"25 St Josephs Court, Sydenham, Christchurch",no result 404
"15 Matangi Street, Hei Hei, Christchurch",no result 404
"25 Strathean Avenue, Avonhead, Christchurch",no result 404
"32A/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"31B/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"32B/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"3AD/109 Worcester Street, Christchurch Central, Christchurch",no result 404
"11 Corokia Close, Brooklands, Christchurch",no result 404
"17 Mary McLean Place, Hillsborough, Christchurch",no result 404
"4/336 Lincoln Road, Addington, Christchurch",no result 404
"50B/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"3 Gothic Place, Ilam, Christchurch",no result 404
"11 Cottesmore Close, Burnside, Christchurch",no result 404
"28 Piko Crescent, Riccarton, Christchurch",no result 404
"10 Maryhill Avenue, Hoon Hay, Christchurch",no result 404
"29/336 Lincoln Road, Addington, Christchurch",no result 404
"109BAB Worcester Street, Christchurch Central, Christchurch",no result 404
"109BF Worcester Street, Christchurch Central, Christchurch",no result 404
"2AB/109 Worcester Street, Christchurch Central, Christchurch",no result 404
"17 Mariposa Crescent, Aidanfield, Christchurch",no result 404
"31 Showgate Avenue, Sockburn, Christchurch",no result 404
"11 Matai Street East, Riccarton, Christchurch",no result 404
"11 Mavin Road, Hoon Hay, Christchurch",no result 404
"11 Mansfield Avenue, St Albans, Christchurch",no result 404
"25 St Heliers Crescent, Aranui, Christchurch",no result 404
"11 Colman Avenue, Sockburn, Christchurch",no result 404
"31 Shrewsbury Street, Merivale, Christchurch",no result 404
"354 Tuam Street, Christchurch Central, Christchurch",no result 404
"18 Marine Parade, North New Brighton, Christchurch",no result 404
"109BAD Worcester Street, Christchurch Central, Christchurch",no result 404
"10 MacGibbon Place, Spreydon, Christchurch",no result 404
"18/336 Lincoln Road, Addington, Christchurch",no result 404
"109BU Worcester Street, Christchurch Central, Christchurch",no result 404
"109BI Worcester Street, Christchurch Central, Christchurch",no result 404
"41B/113 Worcester Street, Christchurch Central, Christchurch",no result 404
"3AC/109 Worcester Street, Christchurch Central, Christchurch",no result 404
"14 Marion Street, Hoon Hay, Christchurch",no result 404
